Holdout,Feature,Importance
1,item_cnt_day_lag1,0.45817854335306096
1,item_cnt_day_lag2,0.07900439659839949
1,item_category_id,0.05363571978044887
1,item_cnt_day_lag3,0.05051852436354506
1,item_category_name_en_games,0.04580506750575814
1,item_cnt_day_lag6,0.038557238399033245
1,item_cnt_day_lag5,0.035577807366062884
1,item_cnt_day_lag4,0.028629029649144985
1,item_cnt_day_lag7,0.02786543214657513
1,shop_name_en_center,0.02735980554342798
1,shop_id,0.02597972112758757
1,item_cnt_day_lag8,0.024208901871755
1,item_cnt_day_lag10,0.01989772514193742
1,item_cnt_day_lag12,0.019549474295638365
1,item_cnt_day_lag11,0.01788477777759957
1,item_category_name_en_gifts,0.010506412409440117
1,shop_category,0.010116283815985118
1,item_cnt_day_lag9,0.009776969604904179
1,item_category_name_en_pc,0.006671423997212081
1,item_category_name_en_blu,0.003001329917196368
1,shop_name_en_moscow,0.0022278881921866233
1,item_category_name_en_books,0.002025986833950315
1,shop_name_en_city,0.0013191631166779682
1,item_category_name_en_ps4,0.001029629609775002
1,item_category_name_en_audiobooks,0.0006589680146515612
1,shop_name_en_yakutsk,0.0005754709335742104
1,item_category_name_en_cards,0.00048271334995383296
1,item_category_name_en_digital,0.00026109733259444207
1,item_category_name_en_1c,0.00020448240273872897
1,shop_name_en_voronezh,0.00018850761332687426
1,item_category_name_en_music,0.0001244867474387932
1,item_category_name_en_one,0.00012112555312940323
1,shop_name_en_tc,0.00011797418419696387
1,item_category_name_en_edition,5.0474991192194163e-05
1,shop_name_en_mega,2.4294325218524452e-05
1,shop_name_en_sec,1.861178686375507e-05
1,item_category_name_en_payment,0.0
1,item_category_name_en_movies,0.0
1,item_category_name_en_ps2,0.0
1,item_category_name_en_game,0.0
1,item_category_name_en_ps3,0.0
1,item_category_name_en_psp,0.0
1,item_category_name_en_psvita,0.0
1,item_category_name_en_ray,0.0
1,shop_name_en_trc,0.0
1,item_category_name_en_figure,0.0
1,item_category_name_en_consoles,0.0
1,shop_name_en_tyumen,0.0
1,shop_name_en_tk,0.0
1,shop_name_en_rostovnadonu,0.0
1,shop_name_en_mall,0.0
1,shop_name_en_ii,0.0
1,shop_name_en_central,0.0
1,Month,0.0
1,Year,0.0
1,item_category_name_en_xbox,0.0
1,shop_name_en_shopping,-4.6644343030267436e-05
1,item_category_name_en_360,-9.87840976852435e-05
1,shop_name_en_sc,-0.00013819721464522177
1,item_category_name_en_program,-0.000479933261602847
1,item_category_name_en_accessories,-0.001391900735218126
2,item_cnt_day_lag1,0.5674374791317052
2,item_cnt_day_lag2,0.07079488815256886
2,item_category_id,0.04754333778968935
2,item_cnt_day_lag3,0.045935512415414194
2,item_cnt_day_lag6,0.03822509299697275
2,item_cnt_day_lag5,0.03150054690662211
2,item_cnt_day_lag4,0.02878036679147283
2,item_cnt_day_lag12,0.023803311709717896
2,item_cnt_day_lag7,0.023110468191590954
2,shop_id,0.020924883083036278
2,item_cnt_day_lag9,0.017716001654216038
2,item_cnt_day_lag11,0.01568233529741981
2,item_cnt_day_lag8,0.013274190490953809
2,item_cnt_day_lag10,0.01240709674097304
2,item_category_name_en_games,0.010493982999621976
2,shop_name_en_center,0.01029981769010243
2,item_category_name_en_ps4,0.006528555646870757
2,item_category_name_en_gifts,0.004797346555545717
2,shop_category,0.003320107561343617
2,item_category_name_en_blu,0.00238694248484843
2,item_category_name_en_one,0.0022949710195582077
2,shop_name_en_city,0.0014606744684385101
2,shop_name_en_yakutsk,0.001433874378418475
2,shop_name_en_sec,0.0008536369778526182
2,shop_name_en_voronezh,0.0006698801186524428
2,shop_name_en_moscow,0.0003821571221235055
2,item_category_name_en_1c,0.0003557410744765499
2,item_category_name_en_books,0.0002766706943759513
2,item_category_name_en_music,0.0001981776402518768
2,item_category_name_en_program,0.00019512588346493832
2,shop_name_en_tc,0.00011596980868915908
2,item_category_name_en_consoles,8.078774347642739e-05
2,item_category_name_en_audiobooks,1.683084194211631e-05
2,shop_name_en_sc,7.979168497140605e-06
2,item_category_name_en_game,0.0
2,item_category_name_en_ps2,0.0
2,item_category_name_en_movies,0.0
2,item_category_name_en_payment,0.0
2,item_category_name_en_edition,0.0
2,item_category_name_en_ps3,0.0
2,item_category_name_en_psvita,0.0
2,item_category_name_en_ray,0.0
2,item_category_name_en_figure,0.0
2,shop_name_en_trc,0.0
2,item_category_name_en_xbox,0.0
2,Year,0.0
2,item_category_name_en_360,0.0
2,shop_name_en_tyumen,0.0
2,shop_name_en_tk,0.0
2,shop_name_en_shopping,0.0
2,shop_name_en_rostovnadonu,0.0
2,shop_name_en_mega,0.0
2,shop_name_en_mall,0.0
2,shop_name_en_ii,0.0
2,shop_name_en_central,0.0
2,Month,0.0
2,item_category_name_en_psp,-2.196956227436183e-05
2,item_category_name_en_accessories,-0.00017934282800619684
2,item_category_name_en_cards,-0.00032110323380332576
2,item_category_name_en_digital,-0.0009712080369803344
2,item_category_name_en_pc,-0.0018111175698396758
3,item_cnt_day_lag1,0.465422051730959
3,item_cnt_day_lag2,0.11612323597701557
3,item_cnt_day_lag3,0.05996244843866754
3,item_category_id,0.05438930651950925
3,item_cnt_day_lag4,0.05044301752234909
3,item_category_name_en_games,0.037056491225998495
3,item_cnt_day_lag5,0.029277155819243696
3,item_cnt_day_lag8,0.024439287495602556
3,shop_name_en_center,0.024368193345773205
3,item_cnt_day_lag6,0.024073625432129944
3,item_cnt_day_lag11,0.022148300540729943
3,item_cnt_day_lag7,0.02182995620362735
3,shop_id,0.017921331294638493
3,item_cnt_day_lag10,0.016931531838143752
3,item_cnt_day_lag9,0.014198750301327827
3,item_cnt_day_lag12,0.01184016350485584
3,item_category_name_en_ps4,0.003719733873471979
3,item_category_name_en_gifts,0.0028392228070464355
3,item_category_name_en_blu,0.002479728276555083
3,item_category_name_en_audiobooks,0.002376694673324716
3,item_category_name_en_one,0.00157203712254288
3,item_category_name_en_music,0.0008926730245439086
3,shop_name_en_moscow,0.0007286213680176511
3,shop_name_en_sec,0.0004899123169169491
3,item_category_name_en_accessories,0.00047630317640369826
3,item_category_name_en_books,0.00033733088614572304
3,shop_name_en_mall,0.00013583797476050762
3,shop_name_en_tc,0.00013093179591706683
3,shop_name_en_voronezh,6.76917672858806e-05
3,shop_name_en_yakutsk,2.3878008113309264e-05
3,shop_name_en_sc,2.1731118139452237e-05
3,item_category_name_en_game,0.0
3,item_category_name_en_ps2,0.0
3,item_category_name_en_movies,0.0
3,item_category_name_en_payment,0.0
3,item_category_name_en_edition,0.0
