Holdout,Feature,Importance
1,item_cnt_day_lag1,0.4312253405836515
1,item_category_id,0.16207654493222698
1,item_cnt_day_lag2,0.08293470632981356
1,item_cnt_day_lag3,0.056247234889614084
1,item_cnt_day_lag7,0.0404394496640957
1,item_cnt_day_lag5,0.03407923434401834
1,item_cnt_day_lag6,0.028235357713169575
1,item_cnt_day_lag4,0.027898181921055497
1,item_cnt_day_lag8,0.026698538333131426
1,item_cnt_day_lag11,0.025225870901451022
1,shop_id,0.019994857025177528
1,item_cnt_day_lag10,0.019377597734337226
1,item_cnt_day_lag12,0.01876206557198695
1,item_cnt_day_lag9,0.013196958523198311
1,center,0.01057306144867304
1,shop_category,0.0018477648994914876
1,yakutsk,0.001721903129597485
1,moscow,0.0011102304558508122
1,mall,0.00020673919709597545
1,tyumen,0.0
1,trc,0.0
1,tk,0.0
1,shopping,0.0
1,sc,0.0
1,Month,0.0
1,mega,0.0
1,ii,0.0
1,central,0.0
1,Year,0.0
1,rostovnadonu,0.0
1,tc,-6.880914309395274e-05
1,voronezh,-7.854820367632409e-05
1,city,-0.0005376116416533673
1,sec,-0.0011666686092128477
2,item_cnt_day_lag1,0.4450655697894932
2,item_category_id,0.17842678565202538
2,item_cnt_day_lag2,0.06134947383712205
2,item_cnt_day_lag3,0.05348866688741513
2,item_cnt_day_lag7,0.0459558822971961
2,item_cnt_day_lag4,0.03969755990008804
2,item_cnt_day_lag11,0.027861039490456836
2,item_cnt_day_lag6,0.025089163210873077
2,item_cnt_day_lag5,0.024197446018259457
2,item_cnt_day_lag8,0.02000577176667548
2,shop_id,0.01886283520418219
2,item_cnt_day_lag12,0.018319986978925305
2,center,0.017399214268898042
2,item_cnt_day_lag10,0.01401983486778078
2,item_cnt_day_lag9,0.006943998788134209
2,shop_category,0.0017496698730435508
2,city,0.001257047625809595
2,sec,0.0007321317634953529
2,voronezh,0.0002561048609900915
2,yakutsk,0.00010791776824194908
2,ii,0.0
2,mall,0.0
2,mega,0.0
2,central,0.0
2,rostovnadonu,0.0
2,sc,0.0
2,Year,0.0
2,shopping,0.0
2,tk,0.0
2,trc,0.0
2,tyumen,0.0
2,Month,0.0
2,moscow,-0.0003917700219265912
2,tc,-0.00039433082717921247
3,item_cnt_day_lag1,0.457191806664843
3,item_category_id,0.13906779666653896
3,item_cnt_day_lag2,0.1048270429872016
3,item_cnt_day_lag3,0.054769433450041406
3,item_cnt_day_lag5,0.03710513276455086
3,item_cnt_day_lag8,0.034620660572794476
3,item_cnt_day_lag4,0.028108870190012635
3,item_cnt_day_lag7,0.025215583635306283
3,center,0.02205383342970613
3,item_cnt_day_lag6,0.021193086819255982
3,shop_id,0.01900707328897719
3,item_cnt_day_lag11,0.01567552652864277
3,item_cnt_day_lag9,0.014712811026312517
3,item_cnt_day_lag12,0.012018786318987972
3,item_cnt_day_lag10,0.007960055065815307
3,yakutsk,0.0024194283239894836
3,shop_category,0.0023460794178114266
3,sec,0.001745619077695397
3,moscow,0.0009255488844768896
3,shopping,2.8833758053079923e-05
3,sc,2.8038687381877117e-05
3,tyumen,0.0
3,trc,0.0
3,tk,0.0
3,Month,0.0
3,rostovnadonu,0.0
3,mall,0.0
3,ii,0.0
3,central,0.0
3,Year,0.0
3,mega,0.0
3,city,-1.307210221583322e-05
3,tc,-0.00022320726039827324
3,voronezh,-0.0007847681957811487
4,item_cnt_day_lag1,0.48471507113532114
4,item_category_id,0.17139057503175012
4,item_cnt_day_lag2,0.07493882835158351
4,item_cnt_day_lag3,0.043942377360025514
4,item_cnt_day_lag4,0.033872490048548726
4,item_cnt_day_lag8,0.028636248961198013
4,shop_id,0.025021467736346007
4,item_cnt_day_lag9,0.02463856439139586
4,item_cnt_day_lag11,0.023163545943725244
4,item_cnt_day_lag7,0.017819297813057244
4,item_cnt_day_lag6,0.016803955487132326
4,item_cnt_day_lag5,0.01305121616590906
4,item_cnt_day_lag10,0.012636079880990421
4,center,0.01194947791240792
4,item_cnt_day_lag12,0.010846466370823989
4,shop_category,0.003977945937210758
4,yakutsk,0.0030079366560265405
4,moscow,0.0006653395078924665
4,city,0.00015091756434799418
4,tc,1.8202195426924934e-06
4,sc,0.0
4,tyumen,0.0
4,trc,0.0
4,tk,0.0
4,shopping,0.0
4,Month,0.0
4,mega,0.0
4,mall,0.0
4,ii,0.0
4,central,0.0
4,Year,0.0
4,rostovnadonu,0.0
4,voronezh,-0.0005309073963111888
4,sec,-0.0006987150789243793
5,item_cnt_day_lag1,0.4304514982836795
5,item_category_id,0.1546913768573844
5,item_cnt_day_lag2,0.10569048925526937
5,item_cnt_day_lag8,0.04588389013272803
5,shop_id,0.04188465353444819
5,item_cnt_day_lag3,0.03732076872160985
5,item_cnt_day_lag10,0.027255022475219885
5,item_cnt_day_lag9,0.02643385118321341
5,item_cnt_day_lag5,0.026172290729410002
5,item_cnt_day_lag4,0.025468348879848106
5,item_cnt_day_lag12,0.017173649919881746
5,item_cnt_day_lag6,0.016527845899733797
5,center,0.01605025286062262
5,item_cnt_day_lag7,0.014023415041133223
5,item_cnt_day_lag11,0.010681903228141701
5,shop_category,0.0025745806720206925
5,sec,0.0015037352561314812
5,moscow,0.0004769853016750575
5,tc,0.0003824436260816691
5,yakutsk,0.00029878485163064
5,rostovnadonu,0.00010209533605961662
5,shopping,9.458138740828471e-05
5,central,0.0
5,ii,0.0
5,mega,0.0
5,Year,0.0
5,sc,0.0
5,Month,0.0
5,tk,0.0
5,trc,0.0
5,tyumen,0.0
5,mall,-5.370917196203866e-05
5,voronezh,-0.0003767522244604813
5,city,-0.0007120020369087891
